"Date","Returns","Lag_Returns_1","Lag_Returns_2","Lag_Returns_3","Residuals","Lag_Residuals_1","Lag_Residuals_2","Variance","Lag_Variance_1","Squared_Residuals","Lag_Squared_Residuals_1","Lag_Squared_Residuals_2"
2022-11-30,0.0485937884764334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-01,0.00189149819475798,0.0485937884764334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-02,-0.00337135046872084,0.00189149819475798,0.0485937884764334,NA,NA,NA,NA,0.00109055195877694,NA,NA,NA,NA
2022-12-03,-0.00490860916318377,-0.00337135046872084,0.00189149819475798,0.0485937884764334,NA,NA,NA,0.000818196193199622,0.00109055195877694,NA,NA,NA
2022-12-04,-0.00644586785764671,-0.00490860916318377,-0.00337135046872084,0.00189149819475798,NA,NA,NA,0.00065169069472989,0.000818196193199622,NA,NA,NA
2022-12-05,-0.00798312655210964,-0.00644586785764671,-0.00490860916318377,-0.00337135046872084,NA,NA,NA,0.000546548980014631,0.00065169069472989,NA,NA,NA
2022-12-06,-0.0253700497006042,-0.00798312655210964,-0.00644586785764671,-0.00490860916318377,NA,NA,NA,0.000475417314281429,0.000546548980014631,NA,NA,NA
2022-12-07,-0.0137849057636799,-0.0253700497006042,-0.00798312655210964,-0.00644586785764671,NA,NA,NA,0.000524747710755505,0.000475417314281429,NA,NA,NA
2022-12-08,0.012132784165898,-0.0137849057636799,-0.0253700497006042,-0.00798312655210964,NA,NA,NA,0.000474736132902987,0.000524747710755505,NA,NA,NA
2022-12-09,-0.00343493527738892,0.012132784165898,-0.0137849057636799,-0.0253700497006042,NA,NA,NA,0.000435809789832482,0.000474736132902987,NA,NA,NA
2022-12-10,0.00317340445927032,-0.00343493527738892,0.012132784165898,-0.0137849057636799,NA,NA,NA,0.000388624626622654,0.000435809789832482,NA,NA,NA
2022-12-11,0.00978174419592955,0.00317340445927032,-0.00343493527738892,0.012132784165898,NA,NA,NA,0.000350838872810451,0.000388624626622654,NA,NA,NA
2022-12-12,0.0163900839325888,0.00978174419592955,0.00317340445927032,-0.00343493527738892,NA,NA,NA,0.000326845128354911,0.000350838872810451,NA,NA,NA
2022-12-13,0.00678227898431571,0.0163900839325888,0.00978174419592955,0.00317340445927032,NA,NA,NA,0.00031816969705681,0.000326845128354911,NA,NA,NA
2022-12-14,-0.0155358195981022,0.00678227898431571,0.0163900839325888,0.00978174419592955,NA,NA,NA,0.000295293957769144,0.00031816969705681,NA,NA,NA
2022-12-15,-0.0468543687921188,-0.0155358195981022,0.00678227898431571,0.0163900839325888,NA,NA,NA,0.000295621601978028,0.000295293957769144,NA,NA,NA
2022-12-16,-0.014578593456852,-0.0468543687921188,-0.0155358195981022,0.00678227898431571,NA,NA,NA,0.000420204221734829,0.000295621601978028,NA,NA,NA
2022-12-17,-0.015022290131756,-0.014578593456852,-0.0468543687921188,-0.0155358195981022,NA,NA,NA,0.00040353342221428,0.000420204221734829,NA,NA,NA
2022-12-18,-0.0154659868066601,-0.015022290131756,-0.014578593456852,-0.0468543687921188,NA,NA,NA,0.000388424255317581,0.00040353342221428,NA,NA,NA
2022-12-19,-0.0159096834815642,-0.0154659868066601,-0.015022290131756,-0.014578593456852,NA,NA,NA,0.00037469619124831,0.000388424255317581,NA,NA,NA
2022-12-20,-0.000528730646177755,-0.0159096834815642,-0.0154659868066601,-0.015022290131756,NA,NA,NA,0.00036219263355491,0.00037469619124831,NA,NA,NA
2022-12-21,0.0238093076018229,-0.000528730646177755,-0.0159096834815642,-0.0154659868066601,NA,NA,NA,0.000344832488923215,0.00036219263355491,NA,NA,NA
2022-12-22,-0.0237725430022298,0.0238093076018229,-0.000528730646177755,-0.0159096834815642,NA,NA,NA,0.00036434513965903,0.000344832488923215,NA,NA,NA
2022-12-23,-0.002797994380482,-0.0237725430022298,0.0238093076018229,-0.000528730646177755,NA,NA,NA,0.000366492339729583,0.00036434513965903,NA,NA,NA
2022-12-24,-0.00556810240052596,-0.002797994380482,-0.0237725430022298,0.0238093076018229,NA,NA,NA,0.000350611373523028,0.000366492339729583,NA,NA,NA
2022-12-25,-0.00833821042056992,-0.00556810240052596,-0.002797994380482,-0.0237725430022298,NA,NA,NA,0.000336116048209393,0.000350611373523028,NA,NA,NA
2022-12-26,-0.0111083184406139,-0.00833821042056992,-0.00556810240052596,-0.002797994380482,NA,NA,NA,0.000323411657768668,0.000336116048209393,NA,NA,NA
2022-12-27,-0.0138784264606578,-0.0111083184406139,-0.00833821042056992,-0.00556810240052596,NA,NA,NA,0.000312781584725478,0.000323411657768668,NA,NA,NA
2022-12-28,-0.0306851508538668,-0.0138784264606578,-0.0111083184406139,-0.00833821042056992,NA,NA,NA,0.000304420117891606,0.000312781584725478,NA,NA,NA
2022-12-29,0.0283243402039413,-0.0306851508538668,-0.0138784264606578,-0.0111083184406139,NA,NA,NA,0.000316799513444504,0.000304420117891606,NA,NA,NA
2022-12-30,0.00246881303866031,0.0283243402039413,-0.0306851508538668,-0.0138784264606578,NA,NA,NA,0.000344267699366277,0.000316799513444504,NA,NA,NA
2022-12-31,-0.007499544534492,0.00246881303866031,0.0283243402039413,-0.0306851508538668,NA,NA,NA,0.000334350676428798,0.000344267699366277,NA,NA,NA
2023-01-01,-0.0174679021076443,-0.007499544534492,0.00246881303866031,0.0283243402039413,NA,NA,NA,0.000323893553053401,0.000334350676428798,NA,NA,NA
2023-01-02,-0.0274362596807966,-0.0174679021076443,-0.007499544534492,0.00246881303866031,NA,NA,NA,0.000318979089696713,0.000323893553053401,NA,NA,NA
2023-01-03,-0.0374046172539489,-0.0274362596807966,-0.0174679021076443,-0.007499544534492,NA,NA,NA,0.00032444171236805,0.000318979089696713,NA,NA,NA
2023-01-04,0.0103142601906796,-0.0374046172539489,-0.0274362596807966,-0.0174679021076443,NA,NA,NA,0.000344121948346184,0.00032444171236805,NA,NA,NA
2023-01-05,-0.0106046854400214,0.0103142601906796,-0.0374046172539489,-0.0274362596807966,NA,NA,NA,0.00034199190393735,0.000344121948346184,NA,NA,NA
2023-01-06,0.0367940982885544,-0.0106046854400214,0.0103142601906796,-0.0374046172539489,NA,NA,NA,0.000333096798903672,0.00034199190393735,NA,NA,NA
2023-01-07,0.0258923795878965,0.0367940982885544,-0.0106046854400214,0.0103142601906796,NA,NA,NA,0.000372292913275405,0.000333096798903672,NA,NA,NA
2023-01-08,0.0149906608872385,0.0258923795878965,0.0367940982885544,-0.0106046854400214,NA,NA,NA,0.000386770400125139,0.000372292913275405,NA,NA,NA
2023-01-09,0.00408894218658062,0.0149906608872385,0.0258923795878965,0.0367940982885544,NA,NA,NA,0.0003859524885505,0.000386770400125139,NA,NA,NA
2023-01-10,0.00445631290284587,0.00408894218658062,0.0149906608872385,0.0258923795878965,NA,NA,NA,0.000377749532746845,0.0003859524885505,NA,NA,NA
2023-01-11,0.0211123378549007,0.00445631290284587,0.00408894218658062,0.0149906608872385,NA,NA,NA,0.00037001416967095,0.000377749532746845,NA,NA,NA
2023-01-12,-0.000599407907292182,0.0211123378549007,0.00445631290284587,0.00408894218658062,NA,NA,NA,0.000374990226051738,0.00037001416967095,NA,NA,NA
2023-01-13,0.01011927116772,-0.000599407907292182,0.0211123378549007,0.00445631290284587,NA,NA,NA,0.000366366851415652,0.000374990226051738,NA,NA,NA
2023-01-14,0.00977850395685664,0.01011927116772,-0.000599407907292182,0.0211123378549007,NA,NA,NA,0.000361647764454148,0.000366366851415652,NA,NA,NA
2023-01-15,0.00943773674599324,0.00977850395685664,0.01011927116772,-0.000599407907292182,NA,NA,NA,0.000356803003536386,0.000361647764454148,NA,NA,NA
2023-01-16,0.00909696953512984,0.00943773674599324,0.00977850395685664,0.01011927116772,NA,NA,NA,0.000351866596258234,0.000356803003536386,NA,NA,NA
2023-01-17,0.00875620232426644,0.00909696953512984,0.00943773674599324,0.00977850395685664,NA,NA,NA,0.000346867670373369,0.000351866596258234,NA,NA,NA
2023-01-18,-0.005369958957402,0.00875620232426644,0.00909696953512984,0.00943773674599324,NA,NA,NA,0.000341831164410763,0.000346867670373369,NA,NA,NA
2023-01-19,0.000443808703412207,-0.005369958957402,0.00875620232426644,0.00909696953512984,NA,NA,NA,0.000335171625531567,0.000341831164410763,NA,NA,NA
2023-01-20,0.019220712026583,0.000443808703412207,-0.005369958957402,0.00875620232426644,NA,NA,NA,0.000328540069591401,0.000335171625531567,NA,NA,NA
2023-01-21,0.0206472693405141,0.019220712026583,0.000443808703412207,-0.005369958957402,NA,NA,NA,0.000330301689722735,0.000328540069591401,NA,NA,NA
2023-01-22,0.0220738266544452,0.0206472693405141,0.019220712026583,0.000443808703412207,NA,NA,NA,0.00033282080656519,0.000330301689722735,NA,NA,NA
2023-01-23,0.0235003839683763,0.0220738266544452,0.0206472693405141,0.019220712026583,NA,NA,NA,0.000336084222435649,0.00033282080656519,NA,NA,NA
2023-01-24,0.0100631809933969,0.0235003839683763,0.0220738266544452,0.0206472693405141,NA,NA,NA,0.000340078969135882,0.000336084222435649,NA,NA,NA
2023-01-25,-0.00470098211428782,0.0100631809933969,0.0235003839683763,0.0220738266544452,NA,NA,NA,0.000335624288011526,0.000340078969135882,NA,NA,NA
2023-01-26,0.0148035207070685,-0.00470098211428782,0.0100631809933969,0.0235003839683763,NA,NA,NA,0.000330087518946283,0.000335624288011526,NA,NA,NA
2023-01-27,0.0136843623397207,0.0148035207070685,-0.00470098211428782,0.0100631809933969,NA,NA,NA,0.00032791793354363,0.000330087518946283,NA,NA,NA
2023-01-28,0.00243021184676233,0.0136843623397207,0.0148035207070685,-0.00470098211428782,NA,NA,NA,0.000325183403276257,0.00032791793354363,NA,NA,NA
2023-01-29,-0.00882393864619605,0.00243021184676233,0.0136843623397207,0.0148035207070685,NA,NA,NA,0.000319717042544791,0.000325183403276257,NA,NA,NA
2023-01-30,-0.0200780891391544,-0.00882393864619605,0.00243021184676233,0.0136843623397207,NA,NA,NA,0.000315910085951291,0.000319717042544791,NA,NA,NA
2023-01-31,0.00902090254047527,-0.0200780891391544,-0.00882393864619605,0.00243021184676233,NA,NA,NA,0.000317662803340123,0.000315910085951291,NA,NA,NA
2023-02-01,0.00790087274029183,0.00902090254047527,-0.0200780891391544,-0.00882393864619605,NA,NA,NA,0.0003137414020148,0.000317662803340123,NA,NA,NA
2023-02-02,0.0370624315895995,0.00790087274029183,0.00902090254047527,-0.0200780891391544,NA,NA,NA,0.000309627348609215,0.0003137414020148,NA,NA,NA
2023-02-03,0.0243999157683352,0.0370624315895995,0.00790087274029183,0.00902090254047527,NA,NA,NA,0.000325274158197534,0.000309627348609215,NA,NA,NA
2023-02-04,0.0102903172994156,0.0243999157683352,0.0370624315895995,0.00790087274029183,NA,NA,NA,0.000328471512035312,0.000325274158197534,NA,NA,NA
2023-02-05,-0.00381928116950406,0.0102903172994156,0.0243999157683352,0.0370624315895995,NA,NA,NA,0.000324651496129479,0.000328471512035312,NA,NA,NA
2023-02-06,-0.0179288796384237,-0.00381928116950406,0.0102903172994156,0.0243999157683352,NA,NA,NA,0.000320240699765552,0.000324651496129479,NA,NA,NA
2023-02-07,0.0192448109723125,-0.0179288796384237,-0.00381928116950406,0.0102903172994156,NA,NA,NA,0.000321023407327831,0.000320240699765552,NA,NA,NA
2023-02-08,-0.0176527427453806,0.0192448109723125,-0.0179288796384237,-0.00381928116950406,NA,NA,NA,0.000320993811175193,0.000321023407327831,NA,NA,NA
