Date,Open,High,Low,Close,Volume,Dividends,ma_EMA_5,ma_KAMA_5,ma_SMA_5,ma_WMA_5,ma_EMA_10,ma_KAMA_10,ma_SMA_10,ma_WMA_10,ma_EMA_20,ma_KAMA_20,ma_SMA_20,ma_WMA_20,ma_EMA_50,ma_KAMA_50,ma_SMA_50,ma_WMA_50
2019-09-26 00:00:00-04:00,53.220419866861526,53.447816796895694,52.93738444052185,53.193809509277344,75334000,0.0,,,,,,,,,,,,,,,,
2019-09-27 00:00:00-04:00,53.35105825637074,53.45266413980995,52.56242960785165,52.934974670410156,101408000,0.0,,,,,,,,,,,,,,,,
2019-09-30 00:00:00-04:00,53.438132926192445,54.32836723407189,53.41152257127916,54.18080139160156,103909600,0.0,,,,,,,,,,,,,,,,
2019-10-01 00:00:00-04:00,54.44691523581054,55.20893347499843,54.23645013760297,54.33079528808594,139223200,0.0,,,,,,,,,,,,,,,,
2019-10-02 00:00:00-04:00,53.96066680369471,54.08646155663059,52.71966219859936,52.968833923339844,138449200,0.0,53.52184295654297,,53.52184295654297,53.58490091959636,,,,,,,,,,,,
2019-10-03 00:00:00-04:00,52.840618075015676,53.45265630233623,52.04231472626585,53.41878890991211,114426000,0.0,53.487491607666016,52.973662853258666,53.56683883666992,53.550549570719404,,,,,,,,,,,,
2019-10-04 00:00:00-04:00,54.5848008969186,55.03233774806042,54.16145662361601,54.91621780395508,138478800,0.0,53.9637336730957,53.170186591284974,53.963087463378905,54.000342559814456,,,,,,,,,,,,
2019-10-07 00:00:00-04:00,54.73720993364443,55.62260150037642,54.633186271014516,54.92831802368164,122306000,0.0,54.28526178995768,53.236477935050125,54.11259078979492,54.322086079915366,,,,,,,,,,,,
2019-10-08 00:00:00-04:00,54.628352740014925,55.1702311063633,54.267903962116065,54.28483581542969,111820000,0.0,54.28511979844835,53.2418367968406,54.10339889526367,54.37950108846029,,,,,,,,,,,,
2019-10-09 00:00:00-04:00,54.92105484008789,55.104905873927166,54.584798692807624,54.92105484008789,74770400,0.0,54.49709814566153,53.54861750885996,54.49384307861328,54.65205307006836,54.007843017578125,,54.007843017578125,54.289097942005505,,,,,,,,
2019-10-10 00:00:00-04:00,55.138768238565625,55.7459671645104,54.986366830291374,55.66129684448242,113013600,0.0,54.88516437860183,53.97094311864933,54.942344665527344,55.04120432535807,54.30847098610618,54.97780904751995,54.25459175109863,54.58972591053356,,,,,,,,
2019-10-11 00:00:00-04:00,56.35315640449829,57.487719377584604,56.198333540466855,57.141788482666016,166795600,0.0,55.63737241328989,54.60179827815028,55.38745880126953,55.7743522644043,54.82361962184433,55.27850958560172,54.67527313232422,55.114670770818535,,,,,,,,
2019-10-14 00:00:00-04:00,56.82489345475637,57.60626865665047,56.76925495730193,57.059547424316406,96427600,0.0,56.11143075029873,55.04097455042088,55.81370468139649,56.33171513875325,55.230151949566526,55.44994402886181,54.963147735595705,55.54817518754439,,,,,,,,
2019-10-15 00:00:00-04:00,57.18534126417754,57.490147795970096,56.82005698225615,56.92649841308594,87360000,0.0,56.3831199712278,55.68024873494352,56.342037200927734,56.70264638264974,55.53857857929733,55.57124703925742,55.2227180480957,55.90514803799716,,,,,,,,
2019-10-16 00:00:00-04:00,56.454759572148774,56.907135577556694,56.413635151887746,56.69667053222656,73903200,0.0,56.487636824894054,55.90057710866911,56.69716033935547,56.820857493082684,55.74914075255719,55.79376101406753,55.59550170898437,56.173139398748226,,,,,,,,
2019-10-17 00:00:00-04:00,56.87085684492128,57.12728191765856,56.49105848943369,56.91682052612305,67585200,0.0,56.63069805863705,56.077159792212434,56.948265075683594,56.89407755533854,55.9614461659328,56.00691972620147,55.94530487060547,56.41337918368253,,,,,,,,
2019-10-18 00:00:00-04:00,56.74990571541107,57.47322099941499,56.677331670620724,57.190185546875,97433600,0.0,56.8171938880497,56.08732442183462,56.95794448852539,56.974717712402345,56.18485332610411,56.17078515712723,56.17270164489746,56.639721124822444,,,,,,,,
2019-10-21 00:00:00-04:00,57.45870292302246,58.298134405409066,57.41032146029152,58.18201446533203,87247200,0.0,57.272134080477144,56.47502183278962,57.182437896728516,57.38274103800456,56.54797353323646,56.534524555095935,56.4980712890625,57.00505072853782,,,,,,,,
2019-10-22 00:00:00-04:00,58.33925408342383,58.59083988390245,57.96670909906266,58.0489616394043,82293600,0.0,57.531076600119526,56.76633305715395,57.40693054199219,57.671582285563154,56.82088046163061,56.952191618723546,56.87448387145996,57.28703079223633,,,,,,,,
2019-10-23 00:00:00-04:00,58.56665076228468,58.84242913667353,58.35376791494288,58.827911376953125,75828800,0.0,57.96335485906406,57.508075578648324,57.8331787109375,58.145242563883464,57.18579517350743,57.477385744519935,57.26516952514648,57.64219942959872,55.63650627136231,,55.63650627136231,56.584468133108956,,,,
2019-10-24 00:00:00-04:00,59.14965807841082,59.21981433646704,58.49649910786079,58.9246826171875,69275200,0.0,58.28379744510521,58.01161726602159,58.23475112915039,58.50907719930013,57.501956526903804,57.852536897142606,57.591508102416995,57.94392908269709,55.94966592334566,58.84093147453794,55.92304992675781,56.89762778509231,,,,
2019-10-25 00:00:00-04:00,58.823078354302005,59.6866986858793,58.7553435710908,59.650413513183594,73477200,0.0,58.73933613446467,58.617208736648465,58.72679672241211,58.98096466064453,57.89258506986376,58.26105874240925,57.84237060546875,58.318275521018286,56.3021180747588,58.97358807184274,56.25882186889648,57.25261479332333,,,,
2019-10-28 00:00:00-04:00,59.85362013128671,60.29631771129685,59.68428316684077,60.2479362487793,96572800,0.0,59.242202839236214,59.2002771862026,59.13998107910156,59.48801116943359,58.32083073875749,58.806176035116685,58.16120948791504,58.7556510925293,56.67791028180837,59.167126718130675,56.56217861175537,57.63253044855027,,,,
2019-10-29 00:00:00-04:00,60.2285790377487,60.41726931327545,58.6803501895116,58.854522705078125,142839600,0.0,59.11297612785018,59.1865101349335,59.30109329223633,59.39285837809245,58.41786564172488,58.80990987946333,58.354011917114256,58.8817080411044,56.88520670307216,59.14212217916695,56.78836498260498,57.850848933628626,,,,
2019-10-30 00:00:00-04:00,59.21014131880709,59.34077533979002,58.35136013062623,58.84727478027344,124522000,0.0,59.02440901199127,59.184911389978964,59.30496597290039,59.24158554077148,58.49594003055189,58.81356327024532,58.56907234191895,58.97139219804244,57.07207032947228,59.098928387531366,57.08228702545166,58.04693558102562,,,,
2019-10-31 00:00:00-04:00,59.81008187362441,60.27696837010268,57.395807237926505,60.17778396606445,139162000,0.0,59.40886733001566,59.2472755216193,59.55558624267578,59.53252487182617,58.80172983700872,59.00520108183443,58.895168685913085,59.26388522061435,57.3678525805763,59.27464440098725,57.42023677825928,58.341744813464935,,,,
2019-11-01 00:00:00-04:00,60.36646533253001,61.91227637287813,60.27454166865851,61.88566970825195,151125200,0.0,60.23446812276109,59.53765769825,60.002637481689455,60.30921936035156,59.362446177234766,59.534667176970096,59.36471710205078,59.807612679221414,57.79812087845017,59.70951631079195,57.768709373474124,58.76702414013091,,,,
2019-11-04 00:00:00-05:00,62.250947996741615,62.37674642866297,61.7792260246478,62.292076110839844,103272000,0.0,60.92033745212068,59.8171483344246,60.41146545410156,61.07236557006836,59.895106165162964,59.99666690307951,59.77572326660156,60.33985977172851,58.22611661486823,60.15686075614856,58.136897277832034,59.19782097226098,,,,
2019-11-05 00:00:00-05:00,62.183222483171384,62.45900457958976,62.006632169799296,62.202579498291016,79897600,0.0,61.34775146751079,60.7752873034799,61.08107681274414,61.669403584798175,60.31464677118625,60.37677897782334,60.19108505249024,60.78110635930842,58.6048273656704,60.589789846760965,58.5327844619751,59.585028802780876,,,,
2019-11-06 00:00:00-05:00,62.11548853959464,62.28966476534779,61.776814595779705,62.22918701171875,75864400,0.0,61.64156331558011,61.36412175130602,61.757459259033205,62.05210698445638,60.66274499673761,60.651996853255824,60.531212615966794,61.15167035189542,58.95000447481787,60.92032721974653,58.89819107055664,59.9370671408517,,,,
2019-11-07 00:00:00-05:00,62.77995596628957,63.17060576602914,62.627093323117606,62.9473762512207,94940400,0.1925,62.076834294126975,61.99274141054813,62.311377716064456,62.44874598185221,61.078132497552716,61.03861387354881,60.933481979370114,61.590972831032495,59.33070654876099,61.32825892485149,59.262495040893555,60.32270382472447,,,,
