Date,Open,High,Low,Close,Volume,Dividends,ma_EMA_5,ma_KAMA_5,ma_SMA_5,ma_WMA_5,ma_EMA_10,ma_KAMA_10,ma_SMA_10,ma_WMA_10,ma_EMA_20,ma_KAMA_20,ma_SMA_20,ma_WMA_20,ma_EMA_50,ma_KAMA_50,ma_SMA_50,ma_WMA_50,Target
2022-11-29 00:00:00-05:00,142.9455536992715,143.46071276858763,139.04227782711595,139.85462951660156,83763800,0.0,144.1271967349923,143.64947887254962,145.5807647705078,143.93821716308594,145.27073488956376,145.1133752217224,146.97762145996094,145.8666190407493,145.32875724192863,140.42633781193592,144.34044036865234,145.4147968837193,144.67775240430646,142.83335726753398,144.61596405029297,144.55557197122013,146.65069580078125
2022-11-30 00:00:00-05:00,140.08246748729826,147.334268988452,139.24039662442343,146.65069580078125,111380900,0.0,144.96836309025528,143.70652288826574,145.15477294921874,144.29486083984375,145.52163687342147,145.131839621587,146.77849273681642,145.80717801180754,145.45465615229554,140.4737829882446,144.2230194091797,145.63482121058874,144.75512273357998,142.87109646618194,144.44536590576172,144.63536537320007,146.92808532714844
2022-12-01 00:00:00-05:00,146.82902616992533,147.74045204608186,145.24392848823717,146.92808532714844,71250400,0.0,145.62160383588633,143.79111941665374,144.60791625976563,144.8859649658203,145.7773547740991,145.14212860847852,146.73094177246094,145.83437666459517,145.59498274037676,140.54028840422725,144.39738845825195,145.89244653610956,144.84033695293562,142.90098813183943,144.3432177734375,144.7327269191368,146.4327392578125
2022-12-02 00:00:00-05:00,144.59998618650692,146.62097130179018,144.2928619946105,146.4327392578125,65447400,0.0,145.89198230986173,143.80674375118693,144.54847106933593,145.4942392985026,145.89651558931973,145.16606413138695,146.4426528930664,145.78015802556817,145.67476907537065,140.71316420605086,144.8511199951172,146.08628946940104,144.90278410214648,142.92586198048815,144.25054809570312,144.8146689381319,145.2637481689453
2022-12-05 00:00:00-05:00,146.39312536826404,149.513768516836,144.41176079987244,145.2637481689453,68826400,0.0,145.68257092955625,143.8575699545081,145.0259796142578,145.7326649983724,145.7814669674335,145.16910679495868,145.98099670410156,145.56581171209163,145.63562422713966,140.82822747842536,145.2597770690918,146.125587390718,144.91693955574644,142.94058769227328,144.18019256591796,144.85440227433747,141.57839965820312
2022-12-06 00:00:00-05:00,145.69964132051697,145.92749399841765,140.59761881863088,141.57839965820312,64727200,0.0,144.31451383910522,143.80760153536698,145.37073364257813,144.5834716796875,145.01727291120977,145.04628626086944,145.47574920654296,144.76533952192827,145.24922188724094,140.83691467325818,145.45741806030273,145.77498001825242,144.78601642250945,142.92813564298004,144.0294046020508,144.75237117991728,139.6267547607422
2022-12-07 00:00:00-05:00,140.86510753800633,142.03410530377033,138.6955110535818,139.6267547607422,69721100,0.0,142.75192747965087,142.18703962543538,143.9659454345703,142.66881205240887,144.03717870203386,144.60783746817737,144.56035919189452,143.70188598632814,144.7137488275744,140.82922939952624,145.52874603271485,145.2196787516276,144.5836924357735,142.8900472373207,143.82000091552734,144.579718244964,141.32081604003906
2022-12-08 00:00:00-05:00,141.03352484062856,142.18271987149333,139.78527065534456,141.32081604003906,62128300,0.0,142.2748903331136,142.0194407801115,142.84449157714843,141.78710225423177,143.54329458167118,144.38797912811145,143.72620391845703,143.11287814053622,144.39061237161866,140.840425940813,145.91412124633788,144.8189235142299,144.45573649868587,142.87655356899813,143.68245727539062,144.48171099494485,140.83538818359375
2022-12-09 00:00:00-05:00,141.01370372742358,144.2136181856281,139.58711891034096,140.83538818359375,76097000,0.0,141.79505628327365,141.7906083744211,141.7250213623047,141.11740112304688,143.05094796383892,144.2222153926021,143.13674621582032,142.58727527965198,144.05201959180675,140.84033959331686,145.68081665039062,144.33523465111142,144.31376205495675,142.86796298004074,143.68079223632813,144.37006122663908,143.14369201660156
2022-12-12 00:00:00-05:00,141.3703622213203,143.1535933976936,139.745643842094,143.14369201660156,70462700,0.0,142.2446015277163,141.83976473826175,141.30101013183594,141.59029134114584,143.0678105188867,144.21664355035924,143.1634948730469,142.5885381525213,143.965512203692,140.88473997349632,145.42274475097656,144.0936037336077,144.2678769554134,142.87033160267188,143.80995513916017,144.34899847292434,144.11453247070312
2022-12-13 00:00:00-05:00,148.10698029542493,148.57260211170254,142.89599766814737,144.11453247070312,93886200,0.0,142.86791184204523,142.00633230156186,141.80823669433593,142.52813212076822,143.25812360103512,144.21280649841975,143.58948516845703,142.7614540793679,143.979704610074,140.92036529471017,145.28355331420897,143.96901208786738,144.26186344620908,142.87808138357906,143.8744662475586,144.36094268200443,141.87559509277344
2022-12-14 00:00:00-05:00,143.99565425533714,145.29344543250613,139.8446936943031,141.87559509277344,82291200,0.0,142.53713959228796,141.9987745773257,142.25800476074218,142.5505849202474,143.0067547813512,144.06351382258518,143.11197509765626,142.4498377019709,143.77931322747395,140.94537626577272,144.94523391723632,143.64444463820683,144.16828429509394,142.87223707095387,143.82199829101563,144.2825555778952,135.2281036376953
2022-12-15 00:00:00-05:00,139.79514862162543,140.4787216740558,134.76248185173864,135.2281036376953,98931900,0.0,140.10079427409042,141.14784809679563,141.03946228027343,140.20728454589843,141.59245457341376,142.71977574548364,141.94197692871094,141.01640652743254,142.9649123141617,140.66975577198895,144.33645935058593,142.71900365920294,143.81768897519595,142.7867924199844,143.63064697265625,143.94554010129443,133.2566680908203
2022-12-16 00:00:00-05:00,135.41636332266887,136.36740984652306,132.48393712145932,133.2566680908203,160156900,0.0,137.81941887966704,139.96401736427464,139.52371826171876,137.61301981608074,140.07685703112404,141.14725338037783,140.6243698120117,139.43725946599787,142.0403176262244,140.1342890479595,143.53351135253905,141.66378544398717,143.40353129345573,142.67198703237682,143.41905364990234,143.53871740004595,131.1365966796875
2022-12-19 00:00:00-05:00,133.85107132282005,133.94022909195166,130.09639247326413,131.1365966796875,79592600,0.0,135.59181147967385,136.9652505535533,137.12229919433594,134.81731262207032,138.45135514904467,139.39917478158958,139.21165466308594,137.71220980557527,141.00186801226852,139.34954103930832,142.59632568359376,140.4831269037156,142.92247503409226,142.5635253403318,143.27068878173827,143.05705242082183,131.0672607421875
2022-12-20 00:00:00-05:00,130.16573629391237,132.0084058279577,128.6797129637665,131.0672607421875,77432800,0.0,134.08362790051174,134.34392174850183,134.51284484863282,132.79896647135416,137.1087925296161,138.23434730285584,138.16054077148436,136.2314109108665,140.05571493892748,138.74801733020956,141.81814498901366,139.38512071881976,142.45756466970383,142.45139269012282,143.11440979003908,142.57848661534928,134.18788146972656
2022-12-21 00:00:00-05:00,131.74089558193475,135.5352096706297,131.51304294169182,134.18788146972656,85928000,0.0,134.11837909025002,134.3193461116596,132.97530212402344,132.69064534505208,136.57771779145438,138.0456402048118,137.6166534423828,135.5091092196378,139.49687365614645,138.45678992309442,141.08850631713867,138.65842895507814,142.13326336774392,142.40025179622228,143.04902709960936,142.22842668121936,130.99789428710938
2022-12-22 00:00:00-05:00,133.09815068953708,133.30618547228184,129.08588502532405,130.99789428710938,77852100,0.0,133.07821748920313,134.00472994403486,132.12926025390624,132.03150939941406,135.563204427028,137.26250854826688,136.58436126708983,134.3056984641335,138.6874470495715,137.81257985087956,140.15528259277343,137.69741828555152,141.69658222732687,142.30935863839966,142.9325048828125,141.7558332375919,130.63136291503906
2022-12-23 00:00:00-05:00,129.7001191754973,131.18614255988652,128.4320470968141,130.63136291503906,63814900,0.0,132.26259929781511,133.80585143355881,131.60419921875,131.53221028645834,134.66650597030275,136.53326541983552,135.56395874023437,133.223335127397,137.9202009415208,137.27625437924488,139.35035247802733,136.79037831624348,141.26265205821755,142.1633803811379,142.71667053222657,141.2734355133655,128.8184051513672
2022-12-27 00:00:00-05:00,130.15583216691817,130.18555142356502,127.5206138890858,128.8184051513672,69007800,0.0,131.11453458233248,133.54749431458075,131.14056091308595,130.6036122639974,133.60321491231446,134.98656794706167,134.13143005371094,131.99687083851208,137.05336324722046,136.72541929559364,138.6474624633789,135.78733571370444,140.77464237559596,142.02862376616702,142.55576721191406,140.72840549842985,124.86559295654297
2022-12-28 00:00:00-05:00,128.4617668393283,129.80909531758354,124.69717878633752,124.86559295654297,85438400,0.0,129.03155404040265,132.3931674091262,129.90022735595704,128.51195627848307,132.01455637490145,132.25794676717155,132.20653610229493,130.31217318448154,135.8926232195369,135.90100054093338,137.89801063537598,134.4747767130534,140.1507580846527,141.71116676291126,142.23609085083007,140.0346731746898,128.40232849121094
